covid_vacc_date,total,18-29,30-39,40-49,70-79,50-54,55-59,60-64,65-69,80+,shielding (aged 16-69),16-17,care home,LD (aged 16-64)
2022 29 Mar,16846662.0,2526776.0,2476306.0,2449993.0,2011177.0,1407203.0,1401722.0,1214500.0,1027131.0,1014867.0,755006.0,377853.0,107576.0,76552.0
2022 30 Mar,16847537.0,2527133.0,2476474.0,2450056.0,2011219.0,1407217.0,1401736.0,1214507.0,1027145.0,1014930.0,755027.0,377958.0,107583.0,76552.0
2022 31 Mar,16848405.0,2527511.0,2476635.0,2450119.0,2011261.0,1407231.0,1401750.0,1214514.0,1027152.0,1014972.0,755041.0,378070.0,107597.0,76552.0
2022 01 Apr,16849280.0,2527854.0,2476789.0,2450189.0,2011303.0,1407245.0,1401764.0,1214528.0,1027159.0,1015021.0,755055.0,378203.0,107618.0,76552.0
2022 02 Apr,16850085.0,2528211.0,2476943.0,2450245.0,2011331.0,1407266.0,1401771.0,1214528.0,1027166.0,1015049.0,755069.0,378329.0,107618.0,76559.0
2022 03 Apr,16850491.0,2528393.0,2477020.0,2450273.0,2011352.0,1407280.0,1401778.0,1214535.0,1027166.0,1015063.0,755069.0,378385.0,107618.0,76559.0
2022 04 Apr,16851268.0,2528729.0,2477153.0,2450315.0,2011394.0,1407294.0,1401792.0,1214542.0,1027180.0,1015091.0,755083.0,378490.0,107639.0,76566.0
2022 05 Apr,16852038.0,2529065.0,2477293.0,2450371.0,2011429.0,1407301.0,1401799.0,1214549.0,1027187.0,1015140.0,755090.0,378588.0,107653.0,76573.0
2022 06 Apr,16852913.0,2529415.0,2477433.0,2450427.0,2011492.0,1407322.0,1401820.0,1214556.0,1027194.0,1015196.0,755111.0,378686.0,107688.0,76573.0
2022 07 Apr,16853746.0,2529730.0,2477587.0,2450490.0,2011541.0,1407336.0,1401834.0,1214570.0,1027201.0,1015259.0,755118.0,378777.0,107723.0,76580.0
2022 08 Apr,16854698.0,2530094.0,2477776.0,2450546.0,2011590.0,1407357.0,1401855.0,1214584.0,1027201.0,1015315.0,755139.0,378903.0,107758.0,76580.0
2022 09 Apr,16855636.0,2530479.0,2477944.0,2450616.0,2011653.0,1407378.0,1401869.0,1214591.0,1027208.0,1015371.0,755160.0,379022.0,107765.0,76580.0
2022 10 Apr,16856091.0,2530682.0,2478035.0,2450651.0,2011674.0,1407385.0,1401869.0,1214598.0,1027208.0,1015392.0,755160.0,379092.0,107765.0,76580.0
2022 11 Apr,16856945.0,2531046.0,2478154.0,2450714.0,2011709.0,1407399.0,1401876.0,1214612.0,1027215.0,1015448.0,755181.0,379218.0,107786.0,76587.0
2022 12 Apr,16857806.0,2531382.0,2478308.0,2450777.0,2011758.0,1407406.0,1401890.0,1214619.0,1027222.0,1015504.0,755195.0,379323.0,107828.0,76594.0
2022 13 Apr,16858751.0,2531746.0,2478455.0,2450840.0,2011814.0,1407420.0,1401904.0,1214633.0,1027229.0,1015567.0,755209.0,379456.0,107884.0,76594.0
2022 14 Apr,16859633.0,2532061.0,2478623.0,2450903.0,2011863.0,1407434.0,1401918.0,1214640.0,1027236.0,1015623.0,755223.0,379603.0,107905.0,76601.0
2022 15 Apr,16859962.0,2532208.0,2478693.0,2450924.0,2011884.0,1407434.0,1401918.0,1214647.0,1027236.0,1015637.0,755230.0,379645.0,107905.0,76601.0
2022 16 Apr,16860585.0,2532467.0,2478805.0,2450973.0,2011912.0,1407455.0,1401925.0,1214654.0,1027243.0,1015658.0,755237.0,379750.0,107905.0,76601.0
2022 17 Apr,16860704.0,2532530.0,2478826.0,2450980.0,2011912.0,1407455.0,1401932.0,1214654.0,1027243.0,1015665.0,755237.0,379764.0,107905.0,76601.0
2022 18 Apr,16860914.0,2532642.0,2478861.0,2450994.0,2011926.0,1407455.0,1401932.0,1214661.0,1027243.0,1015672.0,755237.0,379785.0,107905.0,76601.0
2022 19 Apr,16861747.0,2532992.0,2479036.0,2451043.0,2011968.0,1407469.0,1401953.0,1214668.0,1027250.0,1015693.0,755251.0,379911.0,107912.0,76601.0
2022 20 Apr,16862573.0,2533321.0,2479183.0,2451092.0,2012031.0,1407483.0,1401960.0,1214675.0,1027257.0,1015735.0,755265.0,380002.0,107961.0,76608.0
2022 21 Apr,16863448.0,2533671.0,2479344.0,2451155.0,2012073.0,1407504.0,1401974.0,1214689.0,1027264.0,1015777.0,755279.0,380114.0,107996.0,76608.0
2022 22 Apr,16864260.0,2533979.0,2479470.0,2451225.0,2012122.0,1407525.0,1401988.0,1214689.0,1027278.0,1015826.0,755300.0,380219.0,108024.0,76615.0
2022 23 Apr,16865072.0,2534266.0,2479617.0,2451288.0,2012185.0,1407532.0,1402002.0,1214703.0,1027285.0,1015882.0,755314.0,380352.0,108031.0,76615.0
2022 24 Apr,16865457.0,2534420.0,2479687.0,2451309.0,2012206.0,1407546.0,1402009.0,1214703.0,1027292.0,1015903.0,755321.0,380415.0,108031.0,76615.0
2022 25 Apr,16866150.0,2534707.0,2479799.0,2451365.0,2012262.0,1407560.0,1402016.0,1214710.0,1027292.0,1015938.0,755328.0,380485.0,108073.0,76615.0
2022 26 Apr,16866913.0,2534987.0,2479918.0,2451414.0,2012318.0,1407574.0,1402030.0,1214717.0,1027299.0,1015987.0,755342.0,380583.0,108122.0,76622.0
2022 27 Apr,16867809.0,2535316.0,2480079.0,2451470.0,2012388.0,1407595.0,1402044.0,1214731.0,1027306.0,1016043.0,755356.0,380681.0,108178.0,76622.0
2022 28 Apr,16868586.0,2535582.0,2480212.0,2451519.0,2012444.0,1407609.0,1402051.0,1214738.0,1027313.0,1016099.0,755370.0,380779.0,108248.0,76622.0
2022 29 Apr,16869370.0,2535883.0,2480352.0,2451568.0,2012486.0,1407630.0,1402058.0,1214745.0,1027320.0,1016141.0,755384.0,380877.0,108297.0,76629.0
2022 30 Apr,16870105.0,2536142.0,2480499.0,2451638.0,2012528.0,1407651.0,1402072.0,1214752.0,1027320.0,1016183.0,755398.0,380996.0,108297.0,76629.0
2022 01 May,16870399.0,2536275.0,2480555.0,2451659.0,2012542.0,1407651.0,1402079.0,1214752.0,1027327.0,1016190.0,755398.0,381031.0,108311.0,76629.0
2022 02 May,16870525.0,2536331.0,2480569.0,2451673.0,2012549.0,1407658.0,1402086.0,1214752.0,1027327.0,1016190.0,755405.0,381045.0,108311.0,76629.0
2022 03 May,16871281.0,2536632.0,2480716.0,2451722.0,2012598.0,1407672.0,1402100.0,1214766.0,1027327.0,1016232.0,755419.0,381115.0,108353.0,76629.0
2022 04 May,16872093.0,2536940.0,2480863.0,2451799.0,2012654.0,1407686.0,1402107.0,1214780.0,1027334.0,1016267.0,755433.0,381199.0,108395.0,76636.0
2022 05 May,16872989.0,2537283.0,2481045.0,2451883.0,2012696.0,1407707.0,1402121.0,1214794.0,1027341.0,1016309.0,755454.0,381283.0,108437.0,76636.0
2022 06 May,16873850.0,2537647.0,2481199.0,2451953.0,2012738.0,1407728.0,1402135.0,1214801.0,1027348.0,1016358.0,755468.0,381346.0,108486.0,76643.0
2022 07 May,16874711.0,2537990.0,2481374.0,2452016.0,2012794.0,1407749.0,1402149.0,1214808.0,1027355.0,1016393.0,755489.0,381458.0,108493.0,76643.0
2022 08 May,16875040.0,2538130.0,2481437.0,2452051.0,2012808.0,1407756.0,1402149.0,1214815.0,1027362.0,1016400.0,755489.0,381500.0,108500.0,76643.0
2022 09 May,16875698.0,2538382.0,2481605.0,2452100.0,2012836.0,1407777.0,1402163.0,1214822.0,1027362.0,1016421.0,755503.0,381563.0,108521.0,76643.0
2022 10 May,16876489.0,2538683.0,2481738.0,2452156.0,2012892.0,1407791.0,1402170.0,1214836.0,1027369.0,1016477.0,755517.0,381640.0,108577.0,76643.0
2022 11 May,16877161.0,2538949.0,2481864.0,2452191.0,2012934.0,1407812.0,1402184.0,1214843.0,1027376.0,1016505.0,755531.0,381717.0,108605.0,76650.0
